piRs	consolidated_id
piR-hsa-584847,piR-hsa-7831788	piR-hsa-concat-001667
piR-hsa-3692811,piR-hsa-4394622	piR-hsa-concat-001668
piR-hsa-4410630,piR-hsa-493616	piR-hsa-concat-001669
piR-hsa-3120754,piR-hsa-7953587	piR-hsa-concat-001670
piR-hsa-41423,piR-hsa-723692	piR-hsa-concat-001671
piR-hsa-528251,piR-hsa-7626646	piR-hsa-concat-001672
piR-hsa-1147980,piR-hsa-7624913	piR-hsa-concat-001673
piR-hsa-3430398,piR-hsa-7851627	piR-hsa-concat-001674
piR-hsa-3490549,piR-hsa-4373926	piR-hsa-concat-001675
piR-hsa-1149754,piR-hsa-7751563	piR-hsa-concat-001676
piR-hsa-3470040,piR-hsa-723135	piR-hsa-concat-001677
piR-hsa-3678026,piR-hsa-98591	piR-hsa-concat-001678
piR-hsa-121888,piR-hsa-3727753	piR-hsa-concat-001679
piR-hsa-108889,piR-hsa-1247577,piR-hsa-3632499,piR-hsa-756132,piR-hsa-769613,piR-hsa-7718776,piR-hsa-7759751,piR-hsa-7875194	piR-hsa-concat-001680
piR-hsa-1255549,piR-hsa-1282040,piR-hsa-1296323,piR-hsa-1303624,piR-hsa-135288,piR-hsa-138237,piR-hsa-138550,piR-hsa-150074,piR-hsa-154258,piR-hsa-166547,piR-hsa-3763262,piR-hsa-4396630,piR-hsa-723909,piR-hsa-729161,piR-hsa-753942,piR-hsa-75914,piR-hsa-7712945,piR-hsa-788514	piR-hsa-concat-001681
piR-hsa-341688,piR-hsa-361062,piR-hsa-45868	piR-hsa-concat-001682
piR-hsa-217224,piR-hsa-368102	piR-hsa-concat-001683
piR-hsa-1237175,piR-hsa-1250942,piR-hsa-140195,piR-hsa-145800,piR-hsa-157016,piR-hsa-334494,piR-hsa-3652857,piR-hsa-43039,piR-hsa-4438279,piR-hsa-736256,piR-hsa-754479,piR-hsa-759504	piR-hsa-concat-001684
piR-hsa-105103,piR-hsa-338050,piR-hsa-3697184	piR-hsa-concat-001685
piR-hsa-3368926,piR-hsa-3680747	piR-hsa-concat-001686
piR-hsa-3007446,piR-hsa-3632134	piR-hsa-concat-001687
piR-hsa-49284,piR-hsa-7801488	piR-hsa-concat-001688
piR-hsa-3608383,piR-hsa-3713326	piR-hsa-concat-001689
piR-hsa-3442478,piR-hsa-4367954	piR-hsa-concat-001690
piR-hsa-3068892,piR-hsa-3620770	piR-hsa-concat-001691
piR-hsa-3637880,piR-hsa-507289	piR-hsa-concat-001692
piR-hsa-1138070,piR-hsa-754780	piR-hsa-concat-001693
piR-hsa-4399154,piR-hsa-500612	piR-hsa-concat-001694
piR-hsa-61901,piR-hsa-7740427	piR-hsa-concat-001695
piR-hsa-71601,piR-hsa-739384	piR-hsa-concat-001696
piR-hsa-746139,piR-hsa-79578	piR-hsa-concat-001697
piR-hsa-3266644,piR-hsa-4430560	piR-hsa-concat-001698
piR-hsa-3048937,piR-hsa-7795516	piR-hsa-concat-001699
piR-hsa-317580,piR-hsa-732548	piR-hsa-concat-001700
piR-hsa-3728923,piR-hsa-7277070	piR-hsa-concat-001701
piR-hsa-228648,piR-hsa-3633046	piR-hsa-concat-001702
piR-hsa-2937817,piR-hsa-7773776	piR-hsa-concat-001703
piR-hsa-2672426,piR-hsa-7600907	piR-hsa-concat-001704
piR-hsa-3070923,piR-hsa-3705873	piR-hsa-concat-001705
piR-hsa-569875,piR-hsa-7799755	piR-hsa-concat-001706
piR-hsa-101572,piR-hsa-4401878	piR-hsa-concat-001707
piR-hsa-124032,piR-hsa-4436117	piR-hsa-concat-001708
piR-hsa-35729,piR-hsa-3736819	piR-hsa-concat-001709
piR-hsa-3067105,piR-hsa-7614563	piR-hsa-concat-001710
piR-hsa-3332327,piR-hsa-3659549	piR-hsa-concat-001711
piR-hsa-4427844,piR-hsa-974377	piR-hsa-concat-001712
piR-hsa-1179644,piR-hsa-7545953	piR-hsa-concat-001713
piR-hsa-3622894,piR-hsa-697706	piR-hsa-concat-001714
piR-hsa-3655421,piR-hsa-668525	piR-hsa-concat-001715
piR-hsa-3508070,piR-hsa-7787432	piR-hsa-concat-001716
piR-hsa-3252068,piR-hsa-3703902	piR-hsa-concat-001717
piR-hsa-3474994,piR-hsa-3650465	piR-hsa-concat-001718
piR-hsa-3290346,piR-hsa-3651934	piR-hsa-concat-001719
piR-hsa-377398,piR-hsa-447066	piR-hsa-concat-001720
piR-hsa-3088141,piR-hsa-7763653	piR-hsa-concat-001721
piR-hsa-3526766,piR-hsa-3656669	piR-hsa-concat-001722
piR-hsa-4429604,piR-hsa-5172743	piR-hsa-concat-001723
piR-hsa-764793,piR-hsa-875183	piR-hsa-concat-001724
piR-hsa-170967,piR-hsa-981333	piR-hsa-concat-001725
piR-hsa-3339980,piR-hsa-777653	piR-hsa-concat-001726
piR-hsa-3320114,piR-hsa-744068	piR-hsa-concat-001727
piR-hsa-3715259,piR-hsa-584234	piR-hsa-concat-001728
piR-hsa-2876066,piR-hsa-3707046	piR-hsa-concat-001729
piR-hsa-3275591,piR-hsa-3630389	piR-hsa-concat-001730
piR-hsa-3310930,piR-hsa-3639905	piR-hsa-concat-001731
piR-hsa-3624061,piR-hsa-5846380	piR-hsa-concat-001732
piR-hsa-3743432,piR-hsa-996262	piR-hsa-concat-001733
piR-hsa-137349,piR-hsa-3597986	piR-hsa-concat-001734
piR-hsa-3282657,piR-hsa-3685302	piR-hsa-concat-001735
piR-hsa-640032,piR-hsa-7560142	piR-hsa-concat-001736
piR-hsa-3580994,piR-hsa-3689195	piR-hsa-concat-001737
piR-hsa-3610365,piR-hsa-4411699	piR-hsa-concat-001738
piR-hsa-3697152,piR-hsa-3846529	piR-hsa-concat-001739
piR-hsa-3125208,piR-hsa-3629008	piR-hsa-concat-001740
piR-hsa-3653390,piR-hsa-533637	piR-hsa-concat-001741
piR-hsa-3743832,piR-hsa-7438681	piR-hsa-concat-001742
piR-hsa-3510173,piR-hsa-4420518	piR-hsa-concat-001743
piR-hsa-3607808,piR-hsa-7760590	piR-hsa-concat-001744
piR-hsa-2989841,piR-hsa-7550360	piR-hsa-concat-001745
piR-hsa-3228323,piR-hsa-4452088	piR-hsa-concat-001746
piR-hsa-3732022,piR-hsa-982101	piR-hsa-concat-001747
piR-hsa-3680152,piR-hsa-599075	piR-hsa-concat-001748
piR-hsa-270319,piR-hsa-4442603	piR-hsa-concat-001749
piR-hsa-1079892,piR-hsa-722510	piR-hsa-concat-001750
piR-hsa-3296687,piR-hsa-4405425	piR-hsa-concat-001751
piR-hsa-2927775,piR-hsa-4461228	piR-hsa-concat-001752
piR-hsa-3653232,piR-hsa-732170	piR-hsa-concat-001753
piR-hsa-356846,piR-hsa-752850	piR-hsa-concat-001754
piR-hsa-3223638,piR-hsa-3673094	piR-hsa-concat-001755
piR-hsa-3626770,piR-hsa-884150	piR-hsa-concat-001756
piR-hsa-556220,piR-hsa-7992420	piR-hsa-concat-001757
piR-hsa-3066985,piR-hsa-3665266	piR-hsa-concat-001758
piR-hsa-3491493,piR-hsa-3661459	piR-hsa-concat-001759
piR-hsa-3473406,piR-hsa-3662193	piR-hsa-concat-001760
piR-hsa-124116,piR-hsa-137461	piR-hsa-concat-001761
piR-hsa-133069,piR-hsa-44716	piR-hsa-concat-001762
piR-hsa-121331,piR-hsa-749809,piR-hsa-781643	piR-hsa-concat-001763
piR-hsa-109486,piR-hsa-753498	piR-hsa-concat-001764
piR-hsa-3441441,piR-hsa-3710972	piR-hsa-concat-001765
piR-hsa-3635261,piR-hsa-3884898	piR-hsa-concat-001766
piR-hsa-3685212,piR-hsa-553202	piR-hsa-concat-001767
piR-hsa-469290,piR-hsa-7653438	piR-hsa-concat-001768
piR-hsa-245963,piR-hsa-723548	piR-hsa-concat-001769
piR-hsa-445571,piR-hsa-788143	piR-hsa-concat-001770
piR-hsa-783768,piR-hsa-97853	piR-hsa-concat-001771
piR-hsa-133752,piR-hsa-94633	piR-hsa-concat-001772
piR-hsa-156046,piR-hsa-549728	piR-hsa-concat-001773
piR-hsa-115666,piR-hsa-131772	piR-hsa-concat-001774
piR-hsa-108662,piR-hsa-147321	piR-hsa-concat-001775
piR-hsa-67386,piR-hsa-784316	piR-hsa-concat-001776
piR-hsa-1007866,piR-hsa-7779313	piR-hsa-concat-001777
piR-hsa-3426985,piR-hsa-8109068	piR-hsa-concat-001778
piR-hsa-3110271,piR-hsa-7828934	piR-hsa-concat-001779
piR-hsa-3690420,piR-hsa-4086024	piR-hsa-concat-001780
piR-hsa-3679475,piR-hsa-4326264	piR-hsa-concat-001781
piR-hsa-1287430,piR-hsa-4126938	piR-hsa-concat-001782
piR-hsa-112112,piR-hsa-738177	piR-hsa-concat-001783
piR-hsa-104742,piR-hsa-766836	piR-hsa-concat-001784
piR-hsa-120206,piR-hsa-1290292	piR-hsa-concat-001785
piR-hsa-3118113,piR-hsa-376853	piR-hsa-concat-001786
piR-hsa-3740747,piR-hsa-3856695	piR-hsa-concat-001787
piR-hsa-3094957,piR-hsa-770919	piR-hsa-concat-001788
piR-hsa-3583545,piR-hsa-3697544	piR-hsa-concat-001789
piR-hsa-146501,piR-hsa-50358	piR-hsa-concat-001791
piR-hsa-112920,piR-hsa-725490	piR-hsa-concat-001792
piR-hsa-2943861,piR-hsa-3672634	piR-hsa-concat-001793
piR-hsa-3510425,piR-hsa-7754542	piR-hsa-concat-001794
piR-hsa-105290,piR-hsa-143359	piR-hsa-concat-001795
piR-hsa-3025331,piR-hsa-3622588	piR-hsa-concat-001796
piR-hsa-3266359,piR-hsa-7946195	piR-hsa-concat-001797
piR-hsa-7634545,piR-hsa-85857	piR-hsa-concat-001798
piR-hsa-441745,piR-hsa-757233	piR-hsa-concat-001799
piR-hsa-109134,piR-hsa-734027	piR-hsa-concat-001800
piR-hsa-3734295,piR-hsa-4326270	piR-hsa-concat-001802
piR-hsa-7443846,piR-hsa-7785823	piR-hsa-concat-001803
piR-hsa-44376,piR-hsa-737506	piR-hsa-concat-001804
piR-hsa-3728924,piR-hsa-574042	piR-hsa-concat-001805
piR-hsa-3089474,piR-hsa-379687	piR-hsa-concat-001806
piR-hsa-3632023,piR-hsa-4099753	piR-hsa-concat-001807
piR-hsa-155973,piR-hsa-473382	piR-hsa-concat-001808
piR-hsa-2842762,piR-hsa-598775	piR-hsa-concat-001809
piR-hsa-3642334,piR-hsa-987326	piR-hsa-concat-001810
piR-hsa-5588956,piR-hsa-7812707	piR-hsa-concat-001811
piR-hsa-3796641,piR-hsa-7743897	piR-hsa-concat-001812
piR-hsa-4210578,piR-hsa-7844335	piR-hsa-concat-001813
piR-hsa-3222780,piR-hsa-7542078	piR-hsa-concat-001814
piR-hsa-519890,piR-hsa-8004138	piR-hsa-concat-001815
piR-hsa-3581365,piR-hsa-7665035	piR-hsa-concat-001816
piR-hsa-248290,piR-hsa-773736	piR-hsa-concat-001817
piR-hsa-104377,piR-hsa-751435	piR-hsa-concat-001818
piR-hsa-3569305,piR-hsa-3743140	piR-hsa-concat-001819
piR-hsa-1160196,piR-hsa-3735309	piR-hsa-concat-001820
piR-hsa-3658082,piR-hsa-54053	piR-hsa-concat-001821
piR-hsa-3635154,piR-hsa-6957665	piR-hsa-concat-001822
piR-hsa-126084,piR-hsa-728694	piR-hsa-concat-001823
piR-hsa-338889,piR-hsa-87479	piR-hsa-concat-001824
piR-hsa-4204136,piR-hsa-4379592	piR-hsa-concat-001825
piR-hsa-3692766,piR-hsa-4826955	piR-hsa-concat-001826
piR-hsa-3443487,piR-hsa-7620713	piR-hsa-concat-001827
piR-hsa-3489373,piR-hsa-3688611	piR-hsa-concat-001828
piR-hsa-291481,piR-hsa-778136	piR-hsa-concat-001829
piR-hsa-206051,piR-hsa-779988	piR-hsa-concat-001830
piR-hsa-3634152,piR-hsa-921088	piR-hsa-concat-001831
piR-hsa-1285612,piR-hsa-1288130,piR-hsa-753187	piR-hsa-concat-001832
piR-hsa-161677,piR-hsa-359294	piR-hsa-concat-001833
piR-hsa-168272,piR-hsa-357173,piR-hsa-84594	piR-hsa-concat-001834
piR-hsa-114251,piR-hsa-773578	piR-hsa-concat-001835
piR-hsa-359202,piR-hsa-50556	piR-hsa-concat-001836
piR-hsa-219508,piR-hsa-743790	piR-hsa-concat-001837
piR-hsa-50038,piR-hsa-768742	piR-hsa-concat-001838
piR-hsa-119741,piR-hsa-778587	piR-hsa-concat-001839
piR-hsa-147497,piR-hsa-159595,piR-hsa-166682	piR-hsa-concat-001840
piR-hsa-145471,piR-hsa-161169	piR-hsa-concat-001841
piR-hsa-115343,piR-hsa-139323	piR-hsa-concat-001843
piR-hsa-1281539,piR-hsa-729761,piR-hsa-758757,piR-hsa-779148	piR-hsa-concat-001844
piR-hsa-739276,piR-hsa-740461,piR-hsa-780322,piR-hsa-786159	piR-hsa-concat-001852
piR-hsa-4412449,piR-hsa-6795282	piR-hsa-concat-001853
piR-hsa-3200756,piR-hsa-3659718	piR-hsa-concat-001854
piR-hsa-77045,piR-hsa-773302	piR-hsa-concat-003145
piR-hsa-40563,piR-hsa-772371,piR-hsa-778714	piR-hsa-concat-003146
piR-hsa-125388,piR-hsa-780523	piR-hsa-concat-003147
piR-hsa-113469,piR-hsa-766701	piR-hsa-concat-003148
piR-hsa-41021,piR-hsa-770005	piR-hsa-concat-003149
piR-hsa-739905,piR-hsa-762199	piR-hsa-concat-003150
piR-hsa-726655,piR-hsa-730726	piR-hsa-concat-003151
piR-hsa-721635,piR-hsa-765247	piR-hsa-concat-003152
piR-hsa-761908,piR-hsa-764354	piR-hsa-concat-003153
piR-hsa-735451,piR-hsa-737226	piR-hsa-concat-003154
piR-hsa-133193,piR-hsa-784482	piR-hsa-concat-003155
piR-hsa-744407,piR-hsa-768415	piR-hsa-concat-003156
piR-hsa-144422,piR-hsa-737890	piR-hsa-concat-003157
piR-hsa-131478,piR-hsa-132193,piR-hsa-134293,piR-hsa-134440,piR-hsa-137977,piR-hsa-138171,piR-hsa-139466,piR-hsa-142905,piR-hsa-145188,piR-hsa-152040,piR-hsa-157188,piR-hsa-158171,piR-hsa-163511,piR-hsa-165421,piR-hsa-165948,piR-hsa-169894	piR-hsa-concat-001869
piR-hsa-136426,piR-hsa-140370,piR-hsa-141583,piR-hsa-169698	piR-hsa-concat-001870
piR-hsa-132481,piR-hsa-143191,piR-hsa-166816	piR-hsa-concat-001871
piR-hsa-140453,piR-hsa-163343	piR-hsa-concat-001872
piR-hsa-138454,piR-hsa-142453	piR-hsa-concat-001876
piR-hsa-1913125,piR-hsa-756728	piR-hsa-concat-001877
piR-hsa-3494477,piR-hsa-7698232	piR-hsa-concat-001878
piR-hsa-3907535,piR-hsa-7700295	piR-hsa-concat-001879
piR-hsa-1242875,piR-hsa-1254147,piR-hsa-1288242,piR-hsa-1301393,piR-hsa-741466,piR-hsa-772148,piR-hsa-774405,piR-hsa-777409	piR-hsa-concat-001881
piR-hsa-161677,piR-hsa-364082,piR-hsa-5936,piR-hsa-769529	piR-hsa-concat-001882
piR-hsa-1233602,piR-hsa-345620	piR-hsa-concat-001883
piR-hsa-148370,piR-hsa-166426	piR-hsa-concat-001884
piR-hsa-149482,piR-hsa-162343	piR-hsa-concat-001885
piR-hsa-137948,piR-hsa-155541,piR-hsa-166786	piR-hsa-concat-001886
piR-hsa-135738,piR-hsa-135998,piR-hsa-160459	piR-hsa-concat-001887
piR-hsa-131895,piR-hsa-163087	piR-hsa-concat-001888
piR-hsa-137511,piR-hsa-162515	piR-hsa-concat-001889
piR-hsa-338267,piR-hsa-734601	piR-hsa-concat-001890
piR-hsa-165921,piR-hsa-335839,piR-hsa-738714	piR-hsa-concat-001891
piR-hsa-154441,piR-hsa-168625	piR-hsa-concat-001892
piR-hsa-137637,piR-hsa-161506	piR-hsa-concat-001901
piR-hsa-142836,piR-hsa-156759	piR-hsa-concat-001910
piR-hsa-157087,piR-hsa-163568,piR-hsa-191394	piR-hsa-concat-001911
piR-hsa-1242690,piR-hsa-1261839,piR-hsa-350335,piR-hsa-737965	piR-hsa-concat-001912
piR-hsa-362250,piR-hsa-741632,piR-hsa-748899,piR-hsa-758610,piR-hsa-761556,piR-hsa-776954,piR-hsa-786698	piR-hsa-concat-001913
piR-hsa-341367,piR-hsa-720374,piR-hsa-786468	piR-hsa-concat-001914
piR-hsa-1293495,piR-hsa-359204,piR-hsa-721341,piR-hsa-742406,piR-hsa-768871,piR-hsa-774541	piR-hsa-concat-001915
piR-hsa-375460,piR-hsa-742684	piR-hsa-concat-001916
piR-hsa-733501,piR-hsa-785952	piR-hsa-concat-001917
piR-hsa-3435172,piR-hsa-3630468	piR-hsa-concat-001918
piR-hsa-1346812,piR-hsa-3714471	piR-hsa-concat-001919
piR-hsa-2994484,piR-hsa-3715349	piR-hsa-concat-001920
piR-hsa-3050901,piR-hsa-4463604	piR-hsa-concat-003692
piR-hsa-3493495,piR-hsa-3704810,piR-hsa-7985015	piR-hsa-concat-003693
piR-hsa-3004811,piR-hsa-7655829	piR-hsa-concat-001923
piR-hsa-1128639,piR-hsa-3683470	piR-hsa-concat-001927
piR-hsa-3285344,piR-hsa-3709844	piR-hsa-concat-001928
piR-hsa-3484889,piR-hsa-3739920	piR-hsa-concat-001929
piR-hsa-3074516,piR-hsa-3684404	piR-hsa-concat-001930
piR-hsa-3199374,piR-hsa-7860040	piR-hsa-concat-001931
piR-hsa-3120324,piR-hsa-3642669	piR-hsa-concat-001932
piR-hsa-3364664,piR-hsa-3713796,piR-hsa-7696254	piR-hsa-concat-001933
piR-hsa-2908145,piR-hsa-3739529	piR-hsa-concat-001934
piR-hsa-3566805,piR-hsa-8020457	piR-hsa-concat-001935
piR-hsa-137972,piR-hsa-152144	piR-hsa-concat-001937
piR-hsa-154480,piR-hsa-165327	piR-hsa-concat-001939
piR-hsa-769286,piR-hsa-798033	piR-hsa-concat-001944
piR-hsa-105545,piR-hsa-343890	piR-hsa-concat-003290
piR-hsa-126284,piR-hsa-150209	piR-hsa-concat-003291
piR-hsa-3233477,piR-hsa-4381277	piR-hsa-concat-001974
piR-hsa-3120673,piR-hsa-3660997	piR-hsa-concat-001975
piR-hsa-74748,piR-hsa-7752240	piR-hsa-concat-002191
piR-hsa-34082,piR-hsa-780260	piR-hsa-concat-002190
piR-hsa-135088,piR-hsa-138097,piR-hsa-170430,piR-hsa-337578,piR-hsa-747066,piR-hsa-762683,piR-hsa-762762	piR-hsa-concat-001988
piR-hsa-140373,piR-hsa-154330,piR-hsa-157951,piR-hsa-349303,piR-hsa-733008	piR-hsa-concat-001989
piR-hsa-165498,piR-hsa-361709,piR-hsa-777078	piR-hsa-concat-001990
piR-hsa-145829,piR-hsa-163703,piR-hsa-182933	piR-hsa-concat-001996
piR-hsa-133582,piR-hsa-736290,piR-hsa-741985	piR-hsa-concat-001997
piR-hsa-157965,piR-hsa-2829347	piR-hsa-concat-001998
piR-hsa-150171,piR-hsa-154477,piR-hsa-168790	piR-hsa-concat-001999
piR-hsa-157746,piR-hsa-766592	piR-hsa-concat-002000
piR-hsa-138734,piR-hsa-154104,piR-hsa-156160	piR-hsa-concat-002001
piR-hsa-144750,piR-hsa-164962,piR-hsa-749421	piR-hsa-concat-002002
piR-hsa-161565,piR-hsa-771823	piR-hsa-concat-002003
piR-hsa-169993,piR-hsa-171114	piR-hsa-concat-002004
piR-hsa-142486,piR-hsa-746482	piR-hsa-concat-002005
piR-hsa-134466,piR-hsa-155413	piR-hsa-concat-002006
piR-hsa-130659,piR-hsa-359109	piR-hsa-concat-002008
piR-hsa-2599857,piR-hsa-7632077	piR-hsa-concat-002026
piR-hsa-3085077,piR-hsa-3741796	piR-hsa-concat-002025
piR-hsa-3497784,piR-hsa-3722260	piR-hsa-concat-002027
piR-hsa-3290188,piR-hsa-3660997	piR-hsa-concat-002028
piR-hsa-3485300,piR-hsa-7649563	piR-hsa-concat-002029
piR-hsa-3062261,piR-hsa-3668857	piR-hsa-concat-002030
piR-hsa-30386,piR-hsa-7586818	piR-hsa-concat-002031
piR-hsa-3430828,piR-hsa-7859214	piR-hsa-concat-002032
piR-hsa-161185,piR-hsa-48980	piR-hsa-concat-002034
piR-hsa-137294,piR-hsa-156636,piR-hsa-168623	piR-hsa-concat-002036
piR-hsa-159552,piR-hsa-790910	piR-hsa-concat-002037
piR-hsa-1233011,piR-hsa-2852563	piR-hsa-concat-003289
piR-hsa-291232,piR-hsa-4461004	piR-hsa-concat-003376
piR-hsa-3622976,piR-hsa-613778	piR-hsa-concat-003377
piR-hsa-4421460,piR-hsa-549097	piR-hsa-concat-003378
piR-hsa-3545165,piR-hsa-7816663	piR-hsa-concat-003379
piR-hsa-4360277,piR-hsa-7694286	piR-hsa-concat-003380
piR-hsa-140209,piR-hsa-168956,piR-hsa-171859	piR-hsa-concat-002065
piR-hsa-141551,piR-hsa-144384	piR-hsa-concat-002066
piR-hsa-3121081,piR-hsa-4398427	piR-hsa-concat-003370
piR-hsa-1237326,piR-hsa-90125	piR-hsa-concat-003371
piR-hsa-132947,piR-hsa-149986,piR-hsa-741930,piR-hsa-743846,piR-hsa-776254	piR-hsa-concat-002069
piR-hsa-136648,piR-hsa-147314,piR-hsa-155838,piR-hsa-728555,piR-hsa-732665,piR-hsa-734535,piR-hsa-749030	piR-hsa-concat-002070
piR-hsa-142070,piR-hsa-157200,piR-hsa-346191,piR-hsa-359144	piR-hsa-concat-002071
piR-hsa-130685,piR-hsa-197996	piR-hsa-concat-002074
piR-hsa-142866,piR-hsa-156649,piR-hsa-739001	piR-hsa-concat-002076
piR-hsa-157752,piR-hsa-158396	piR-hsa-concat-002091
piR-hsa-145467,piR-hsa-162674,piR-hsa-173379	piR-hsa-concat-002092
piR-hsa-746102,piR-hsa-750735,piR-hsa-783509	piR-hsa-concat-002093
piR-hsa-146985,piR-hsa-758380	piR-hsa-concat-002094
piR-hsa-136648,piR-hsa-155838,piR-hsa-728555,piR-hsa-732665,piR-hsa-734535,piR-hsa-749030,piR-hsa-751446	piR-hsa-concat-002096
piR-hsa-144901,piR-hsa-741945	piR-hsa-concat-002097
piR-hsa-138227,piR-hsa-337188,piR-hsa-723337	piR-hsa-concat-002100
piR-hsa-128205,piR-hsa-756626	piR-hsa-concat-002102
piR-hsa-3732872,piR-hsa-4099919	piR-hsa-concat-002103
piR-hsa-3504789,piR-hsa-7552123	piR-hsa-concat-002104
piR-hsa-156715,piR-hsa-373798	piR-hsa-concat-002105
piR-hsa-144284,piR-hsa-162181	piR-hsa-concat-002106
piR-hsa-341028,piR-hsa-759391,piR-hsa-769093	piR-hsa-concat-002110
piR-hsa-1020149,piR-hsa-753312	piR-hsa-concat-002113
piR-hsa-140211,piR-hsa-352968,piR-hsa-456400	piR-hsa-concat-002115
piR-hsa-327282,piR-hsa-358545,piR-hsa-753702	piR-hsa-concat-002116
piR-hsa-727187,piR-hsa-778234	piR-hsa-concat-002117
piR-hsa-131589,piR-hsa-727895	piR-hsa-concat-002118
piR-hsa-136144,piR-hsa-143772,piR-hsa-696138	piR-hsa-concat-002119
piR-hsa-145205,piR-hsa-241532,piR-hsa-350945	piR-hsa-concat-002120
piR-hsa-349242,piR-hsa-787707	piR-hsa-concat-002121
piR-hsa-131979,piR-hsa-157882,piR-hsa-65218	piR-hsa-concat-002122
piR-hsa-1272398,piR-hsa-783977	piR-hsa-concat-003393
piR-hsa-1248524,piR-hsa-352110,piR-hsa-728697,piR-hsa-756679	piR-hsa-concat-003394
piR-hsa-1233998,piR-hsa-1275585,piR-hsa-1275882,piR-hsa-140143,piR-hsa-143782,piR-hsa-165741,piR-hsa-1944937,piR-hsa-2853436,piR-hsa-350278,piR-hsa-719861,piR-hsa-725610,piR-hsa-728054,piR-hsa-728777,piR-hsa-729670,piR-hsa-749497,piR-hsa-759741,piR-hsa-779855	piR-hsa-concat-003395
piR-hsa-1913809,piR-hsa-352738,piR-hsa-728371	piR-hsa-concat-003396
piR-hsa-1278038,piR-hsa-2846347,piR-hsa-746835	piR-hsa-concat-003397
piR-hsa-150540,piR-hsa-2848315,piR-hsa-778642,piR-hsa-780907	piR-hsa-concat-003398
piR-hsa-2843777,piR-hsa-734412,piR-hsa-766553	piR-hsa-concat-003399
piR-hsa-147429,piR-hsa-157500,piR-hsa-353897,piR-hsa-723839,piR-hsa-726519,piR-hsa-731384,piR-hsa-731580,piR-hsa-738475,piR-hsa-743467,piR-hsa-743951,piR-hsa-748550,piR-hsa-748942,piR-hsa-756325,piR-hsa-757383,piR-hsa-757750,piR-hsa-758078,piR-hsa-763116,piR-hsa-769594,piR-hsa-771414,piR-hsa-777952,piR-hsa-779843	piR-hsa-concat-003400
piR-hsa-130644,piR-hsa-132388,piR-hsa-791413	piR-hsa-concat-002138
piR-hsa-2843026,piR-hsa-34683	piR-hsa-concat-002139
piR-hsa-2836892,piR-hsa-72639	piR-hsa-concat-002140
piR-hsa-130814,piR-hsa-138233,piR-hsa-143288,piR-hsa-167717	piR-hsa-concat-002144
piR-hsa-3269728,piR-hsa-4438307	piR-hsa-concat-002146
piR-hsa-1248416,piR-hsa-738397	piR-hsa-concat-002147
piR-hsa-757450,piR-hsa-777615	piR-hsa-concat-003772
piR-hsa-2060850,piR-hsa-4464780	piR-hsa-concat-002156
piR-hsa-166006,piR-hsa-170192,piR-hsa-88900	piR-hsa-concat-002157
piR-hsa-137631,piR-hsa-244859	piR-hsa-concat-002158
piR-hsa-166509,piR-hsa-436726,piR-hsa-754658	piR-hsa-concat-002159
piR-hsa-166110,piR-hsa-542058	piR-hsa-concat-002160
piR-hsa-7543461,piR-hsa-8004252	piR-hsa-concat-002161
piR-hsa-110045,piR-hsa-1279040,piR-hsa-335631,piR-hsa-340101	piR-hsa-concat-003025
piR-hsa-374217,piR-hsa-757738	piR-hsa-concat-003024
piR-hsa-155665,piR-hsa-2834294	piR-hsa-concat-003026
piR-hsa-154013,piR-hsa-169496,piR-hsa-719915,piR-hsa-722753,piR-hsa-776009	piR-hsa-concat-003023
piR-hsa-1256710,piR-hsa-157699,piR-hsa-168183,piR-hsa-727504,piR-hsa-739786,piR-hsa-749972,piR-hsa-785630,piR-hsa-801505	piR-hsa-concat-003022
piR-hsa-344383,piR-hsa-455351	piR-hsa-concat-002167
piR-hsa-67328,piR-hsa-725482	piR-hsa-concat-002168
piR-hsa-50741,piR-hsa-726475	piR-hsa-concat-002169
piR-hsa-753855,piR-hsa-97622	piR-hsa-concat-002170
piR-hsa-58859,piR-hsa-779942	piR-hsa-concat-002171
piR-hsa-57669,piR-hsa-770973	piR-hsa-concat-002172
piR-hsa-606252,piR-hsa-751797	piR-hsa-concat-002173
piR-hsa-359235,piR-hsa-98449	piR-hsa-concat-002174
piR-hsa-337876,piR-hsa-94336	piR-hsa-concat-002175
piR-hsa-110872,piR-hsa-350100,piR-hsa-767519	piR-hsa-concat-002176
piR-hsa-144564,piR-hsa-244484	piR-hsa-concat-002177
piR-hsa-1212323,piR-hsa-139224	piR-hsa-concat-002178
piR-hsa-1220872,piR-hsa-722812	piR-hsa-concat-002179
piR-hsa-769288,piR-hsa-85551	piR-hsa-concat-002180
piR-hsa-170941,piR-hsa-635381	piR-hsa-concat-002181
piR-hsa-129475,piR-hsa-770034	piR-hsa-concat-002182
piR-hsa-246907,piR-hsa-344721	piR-hsa-concat-002183
piR-hsa-140307,piR-hsa-208018	piR-hsa-concat-002184
piR-hsa-124142,piR-hsa-169400	piR-hsa-concat-002185
piR-hsa-146453,piR-hsa-88366	piR-hsa-concat-002186
piR-hsa-61002,piR-hsa-743026,piR-hsa-787933	piR-hsa-concat-002187
piR-hsa-259924,piR-hsa-741564	piR-hsa-concat-002188
piR-hsa-376486,piR-hsa-750257,piR-hsa-766690	piR-hsa-concat-002716
piR-hsa-1297997,piR-hsa-781682	piR-hsa-concat-002717
